policy,rc_flip_prob,rep,mean_reward,mean_regret,llm_coverage
RuleLookup,0.2,10,0.6171171171171173,0.04054054054054055,0.0
EpsilonGreedy,0.2,10,0.5991891891891894,0.058468468468468475,0.0
M6 LinUCB,0.2,10,0.5200900900900901,0.13756756756756758,0.0
M7 LinUCB+LLM,0.2,10,0.4981981981981982,0.15945945945945944,0.0
M8 RewardRanker,0.2,10,0.6180180180180183,0.039639639639639644,0.0
RuleLookup,0.2,11,0.6364864864864868,0.02981981981981982,0.0
EpsilonGreedy,0.2,11,0.6224324324324325,0.04387387387387388,0.0
M6 LinUCB,0.2,11,0.5151351351351351,0.15117117117117118,0.0
M7 LinUCB+LLM,0.2,11,0.5014414414414414,0.1648648648648649,0.0
M8 RewardRanker,0.2,11,0.6369369369369371,0.02936936936936937,0.0
RuleLookup,0.2,12,0.6315315315315319,0.03558558558558559,0.0
EpsilonGreedy,0.2,12,0.6206306306306308,0.0464864864864865,0.0
M6 LinUCB,0.2,12,0.536936936936937,0.1301801801801802,0.0
M7 LinUCB+LLM,0.2,12,0.5086486486486487,0.15846846846846846,0.0
M8 RewardRanker,0.2,12,0.6319819819819823,0.03513513513513514,0.0
RuleLookup,0.2,13,0.6243243243243246,0.036936936936936934,0.0
EpsilonGreedy,0.2,13,0.6228828828828832,0.03837837837837838,0.0
M6 LinUCB,0.2,13,0.521891891891892,0.1393693693693694,0.0
M7 LinUCB+LLM,0.2,13,0.4953153153153154,0.16594594594594597,0.0
M8 RewardRanker,0.2,13,0.6243243243243246,0.036936936936936934,0.0
RuleLookup,0.2,14,0.6220720720720723,0.04081081081081081,0.0
EpsilonGreedy,0.2,14,0.6009009009009012,0.06198198198198198,0.0
M6 LinUCB,0.2,14,0.5203603603603604,0.14252252252252254,0.0
M7 LinUCB+LLM,0.2,14,0.4885585585585586,0.17432432432432435,0.0
M8 RewardRanker,0.2,14,0.6220720720720723,0.04081081081081081,0.0
RuleLookup,0.2,15,0.6301801801801805,0.03648648648648648,0.0
EpsilonGreedy,0.2,15,0.6190990990990993,0.04756756756756757,0.0
M6 LinUCB,0.2,15,0.5172072072072073,0.14945945945945946,0.0
M7 LinUCB+LLM,0.2,15,0.49828828828828836,0.16837837837837835,0.0
M8 RewardRanker,0.2,15,0.630630630630631,0.036036036036036036,0.0
RuleLookup,0.2,16,0.6324324324324327,0.03558558558558559,0.0
EpsilonGreedy,0.2,16,0.6066666666666668,0.061351351351351356,0.0
M6 LinUCB,0.2,16,0.5322522522522523,0.1357657657657658,0.0
M7 LinUCB+LLM,0.2,16,0.5115315315315316,0.1564864864864865,0.0
M8 RewardRanker,0.2,16,0.6324324324324327,0.03558558558558559,0.0
RuleLookup,0.2,17,0.6387387387387391,0.034684684684684684,0.0
EpsilonGreedy,0.2,17,0.6134234234234235,0.060000000000000005,0.0
M6 LinUCB,0.2,17,0.5349549549549549,0.13846846846846847,0.0
M7 LinUCB+LLM,0.2,17,0.521891891891892,0.15153153153153154,0.0
M8 RewardRanker,0.2,17,0.6387387387387391,0.034684684684684684,0.0
RuleLookup,0.2,18,0.6193693693693697,0.036216216216216214,0.0
EpsilonGreedy,0.2,18,0.6071171171171174,0.04846846846846847,0.0
M6 LinUCB,0.2,18,0.5331531531531533,0.12243243243243246,0.0
M7 LinUCB+LLM,0.2,18,0.5115315315315316,0.14405405405405408,0.0
M8 RewardRanker,0.2,18,0.61981981981982,0.03576576576576576,0.0
RuleLookup,0.2,19,0.6225225225225228,0.043423423423423424,0.0
EpsilonGreedy,0.2,19,0.6314414414414414,0.03450450450450451,0.0
M6 LinUCB,0.2,19,0.5301801801801802,0.1357657657657658,0.0
M7 LinUCB+LLM,0.2,19,0.5045045045045045,0.16144144144144146,0.0
M8 RewardRanker,0.2,19,0.6225225225225228,0.043423423423423424,0.0
RuleLookup,0.3,0,0.6148648648648651,0.04225225225225226,0.0
EpsilonGreedy,0.3,0,0.6115315315315317,0.04558558558558559,0.0
M6 LinUCB,0.3,0,0.5238738738738739,0.13324324324324327,0.0
M7 LinUCB+LLM,0.3,0,0.5002702702702703,0.15684684684684683,0.0
M8 RewardRanker,0.3,0,0.6153153153153156,0.041801801801801805,0.0
RuleLookup,0.3,1,0.6198198198198202,0.04144144144144143,0.0
EpsilonGreedy,0.3,1,0.6140540540540541,0.04720720720720721,0.0
M6 LinUCB,0.3,1,0.5245945945945947,0.1366666666666667,0.0
M7 LinUCB+LLM,0.3,1,0.5092792792792794,0.151981981981982,0.0
M8 RewardRanker,0.3,1,0.6198198198198202,0.04144144144144143,0.0
RuleLookup,0.3,2,0.6207207207207212,0.04279279279279279,0.0
EpsilonGreedy,0.3,2,0.6131531531531533,0.050360360360360366,0.0
M6 LinUCB,0.3,2,0.5101801801801802,0.15333333333333332,0.0
M7 LinUCB+LLM,0.3,2,0.5025225225225225,0.160990990990991,0.0
M8 RewardRanker,0.3,2,0.6207207207207212,0.04279279279279279,0.0
RuleLookup,0.3,3,0.6225225225225226,0.034504504504504506,0.0
EpsilonGreedy,0.3,3,0.6164864864864865,0.04054054054054055,0.0
M6 LinUCB,0.3,3,0.522972972972973,0.13405405405405407,0.0
M7 LinUCB+LLM,0.3,3,0.4966666666666667,0.16036036036036036,0.0
M8 RewardRanker,0.3,3,0.6234234234234235,0.0336036036036036,0.0
RuleLookup,0.3,4,0.611711711711712,0.044954954954954954,0.0
EpsilonGreedy,0.3,4,0.6143243243243244,0.042342342342342354,0.0
M6 LinUCB,0.3,4,0.5268468468468469,0.12981981981981983,0.0
M7 LinUCB+LLM,0.3,4,0.5085585585585586,0.14810810810810815,0.0
M8 RewardRanker,0.3,4,0.6121621621621625,0.0445045045045045,0.0
RuleLookup,0.3,5,0.6414414414414416,0.038918918918918924,0.0
EpsilonGreedy,0.3,5,0.6183783783783785,0.06198198198198199,0.0
M6 LinUCB,0.3,5,0.557027027027027,0.12333333333333335,0.0
M7 LinUCB+LLM,0.3,5,0.5331531531531533,0.14720720720720723,0.0
M8 RewardRanker,0.3,5,0.6414414414414416,0.038918918918918924,0.0
RuleLookup,0.3,6,0.6153153153153157,0.03486486486486486,0.0
EpsilonGreedy,0.3,6,0.6002702702702704,0.04990990990990992,0.0
M6 LinUCB,0.3,6,0.5227927927927928,0.12738738738738742,0.0
M7 LinUCB+LLM,0.3,6,0.5043243243243244,0.1458558558558559,0.0
M8 RewardRanker,0.3,6,0.6153153153153157,0.03486486486486486,0.0
RuleLookup,0.3,7,0.6274774774774777,0.04027027027027027,0.0
EpsilonGreedy,0.3,7,0.6109909909909912,0.05675675675675675,0.0
M6 LinUCB,0.3,7,0.5466666666666666,0.12108108108108111,0.0
M7 LinUCB+LLM,0.3,7,0.5356756756756756,0.13207207207207208,0.0
M8 RewardRanker,0.3,7,0.6283783783783787,0.03936936936936937,0.0
RuleLookup,0.3,8,0.6301801801801805,0.03261261261261261,0.0
EpsilonGreedy,0.3,8,0.6181081081081083,0.04468468468468469,0.0
M6 LinUCB,0.3,8,0.5428828828828829,0.11990990990990993,0.0
M7 LinUCB+LLM,0.3,8,0.5167567567567568,0.14603603603603607,0.0
M8 RewardRanker,0.3,8,0.6301801801801805,0.03261261261261261,0.0
RuleLookup,0.3,9,0.6225225225225228,0.04054054054054055,0.0
EpsilonGreedy,0.3,9,0.6066666666666668,0.0563963963963964,0.0
M6 LinUCB,0.3,9,0.5428828828828829,0.12018018018018022,0.0
M7 LinUCB+LLM,0.3,9,0.5280180180180181,0.13504504504504505,0.0
M8 RewardRanker,0.3,9,0.6234234234234237,0.039639639639639644,0.0
RuleLookup,0.3,10,0.6270270270270274,0.03441441441441441,0.0
EpsilonGreedy,0.3,10,0.6045945945945949,0.05684684684684684,0.0
M6 LinUCB,0.3,10,0.535045045045045,0.1263963963963964,0.0
M7 LinUCB+LLM,0.3,10,0.5194594594594595,0.141981981981982,0.0
M8 RewardRanker,0.3,10,0.6274774774774777,0.03396396396396396,0.0
RuleLookup,0.3,11,0.6162162162162165,0.036396396396396385,0.0
EpsilonGreedy,0.3,11,0.5993693693693697,0.05324324324324325,0.0
M6 LinUCB,0.3,11,0.5270270270270271,0.1255855855855856,0.0
M7 LinUCB+LLM,0.3,11,0.5083783783783784,0.14423423423423426,0.0
M8 RewardRanker,0.3,11,0.616666666666667,0.03594594594594594,0.0
RuleLookup,0.3,12,0.6130630630630632,0.0363963963963964,0.0
EpsilonGreedy,0.3,12,0.5946846846846848,0.054774774774774784,0.0
M6 LinUCB,0.3,12,0.5102702702702704,0.1391891891891892,0.0
M7 LinUCB+LLM,0.3,12,0.5018918918918919,0.1475675675675676,0.0
M8 RewardRanker,0.3,12,0.6130630630630632,0.0363963963963964,0.0
RuleLookup,0.3,13,0.6279279279279282,0.03054054054054054,0.0
EpsilonGreedy,0.3,13,0.6118018018018019,0.04666666666666667,0.0
M6 LinUCB,0.3,13,0.5309009009009008,0.1275675675675676,0.0
M7 LinUCB+LLM,0.3,13,0.5061261261261262,0.15234234234234237,0.0
M8 RewardRanker,0.3,13,0.6279279279279282,0.03054054054054054,0.0
RuleLookup,0.3,14,0.6130630630630632,0.03846846846846847,0.0
EpsilonGreedy,0.3,14,0.5906306306306308,0.060900900900900896,0.0
M6 LinUCB,0.3,14,0.5430630630630632,0.1084684684684685,0.0
M7 LinUCB+LLM,0.3,14,0.5223423423423424,0.1291891891891892,0.0
M8 RewardRanker,0.3,14,0.6139639639639641,0.037567567567567565,0.0
RuleLookup,0.3,15,0.6234234234234237,0.03711711711711712,0.0
EpsilonGreedy,0.3,15,0.6113513513513517,0.049189189189189186,0.0
M6 LinUCB,0.3,15,0.5316216216216216,0.12891891891891893,0.0
M7 LinUCB+LLM,0.3,15,0.5054954954954956,0.15504504504504502,0.0
M8 RewardRanker,0.3,15,0.6234234234234237,0.03711711711711712,0.0
RuleLookup,0.3,16,0.6270270270270273,0.04504504504504504,0.0
EpsilonGreedy,0.3,16,0.6057657657657658,0.06630630630630631,0.0
M6 LinUCB,0.3,16,0.5313513513513514,0.14072072072072073,0.0
M7 LinUCB+LLM,0.3,16,0.5137837837837839,0.15828828828828828,0.0
M8 RewardRanker,0.3,16,0.6279279279279282,0.044144144144144144,0.0
RuleLookup,0.3,17,0.6175675675675677,0.03234234234234234,0.0
EpsilonGreedy,0.3,17,0.600810810810811,0.04909909909909911,0.0
M6 LinUCB,0.3,17,0.516936936936937,0.132972972972973,0.0
M7 LinUCB+LLM,0.3,17,0.4998198198198199,0.1500900900900901,0.0
M8 RewardRanker,0.3,17,0.6175675675675677,0.03234234234234234,0.0
RuleLookup,0.3,18,0.6144144144144147,0.03918918918918919,0.0
EpsilonGreedy,0.3,18,0.6005405405405407,0.05306306306306306,0.0
M6 LinUCB,0.3,18,0.5034234234234235,0.1501801801801802,0.0
M7 LinUCB+LLM,0.3,18,0.4935135135135136,0.1600900900900901,0.0
M8 RewardRanker,0.3,18,0.6144144144144147,0.03918918918918919,0.0
RuleLookup,0.3,19,0.6225225225225228,0.03963963963963964,0.0
EpsilonGreedy,0.3,19,0.6093693693693695,0.052792792792792795,0.0
M6 LinUCB,0.3,19,0.5309009009009009,0.13126126126126128,0.0
M7 LinUCB+LLM,0.3,19,0.5151351351351352,0.14702702702702705,0.0
M8 RewardRanker,0.3,19,0.6229729729729733,0.039189189189189184,0.0
RuleLookup,0.4,0,0.6261261261261263,0.03936936936936937,0.0
EpsilonGreedy,0.4,0,0.6009909909909911,0.06450450450450451,0.0
M6 LinUCB,0.4,0,0.5435135135135135,0.12198198198198201,0.0
M7 LinUCB+LLM,0.4,0,0.5212612612612613,0.14423423423423426,0.0
M8 RewardRanker,0.4,0,0.6274774774774776,0.03801801801801802,0.0
RuleLookup,0.4,1,0.6369369369369372,0.03576576576576577,0.0
EpsilonGreedy,0.4,1,0.6044144144144146,0.0682882882882883,0.0
M6 LinUCB,0.4,1,0.5337837837837838,0.13891891891891894,0.0
M7 LinUCB+LLM,0.4,1,0.5131531531531532,0.15954954954954959,0.0
M8 RewardRanker,0.4,1,0.6378378378378382,0.03486486486486486,0.0
RuleLookup,0.4,2,0.6252252252252255,0.04837837837837838,0.0
EpsilonGreedy,0.4,2,0.5973873873873874,0.07621621621621623,0.0
M6 LinUCB,0.4,2,0.5472972972972973,0.12630630630630632,0.0
M7 LinUCB+LLM,0.4,2,0.5284684684684685,0.14513513513513515,0.0
M8 RewardRanker,0.4,2,0.6261261261261264,0.04747747747747748,0.0
RuleLookup,0.4,3,0.6175675675675678,0.037297297297297305,0.0
EpsilonGreedy,0.4,3,0.5962162162162165,0.05864864864864865,0.0
M6 LinUCB,0.4,3,0.5354054054054055,0.11945945945945947,0.0
M7 LinUCB+LLM,0.4,3,0.5124324324324324,0.14243243243243245,0.0
M8 RewardRanker,0.4,3,0.6189189189189191,0.03594594594594595,0.0
RuleLookup,0.4,4,0.6189189189189191,0.038468468468468464,0.0
EpsilonGreedy,0.4,4,0.6129729729729732,0.04441441441441442,0.0
M6 LinUCB,0.4,4,0.5318018018018019,0.12558558558558564,0.0
M7 LinUCB+LLM,0.4,4,0.5193693693693694,0.13801801801801808,0.0
M8 RewardRanker,0.4,4,0.6193693693693696,0.03801801801801802,0.0
RuleLookup,0.4,5,0.6171171171171174,0.04504504504504504,0.0
EpsilonGreedy,0.4,5,0.600810810810811,0.06135135135135135,0.0
M6 LinUCB,0.4,5,0.5522522522522523,0.10990990990990994,0.0
M7 LinUCB+LLM,0.4,5,0.5349549549549549,0.12720720720720724,0.0
M8 RewardRanker,0.4,5,0.6171171171171174,0.04504504504504504,0.0
RuleLookup,0.4,6,0.6175675675675677,0.03846846846846847,0.0
EpsilonGreedy,0.4,6,0.5981081081081081,0.05792792792792793,0.0
M6 LinUCB,0.4,6,0.5295495495495496,0.1264864864864865,0.0
M7 LinUCB+LLM,0.4,6,0.5207207207207208,0.13531531531531532,0.0
M8 RewardRanker,0.4,6,0.6180180180180181,0.038018018018018025,0.0
RuleLookup,0.4,7,0.6328828828828829,0.030450450450450445,0.0
EpsilonGreedy,0.4,7,0.6101801801801804,0.053153153153153165,0.0
M6 LinUCB,0.4,7,0.540990990990991,0.12234234234234236,0.0
M7 LinUCB+LLM,0.4,7,0.5176576576576577,0.1456756756756757,0.0
M8 RewardRanker,0.4,7,0.6333333333333334,0.029999999999999995,0.0
RuleLookup,0.4,8,0.6193693693693696,0.03495495495495495,0.0
EpsilonGreedy,0.4,8,0.6097297297297299,0.044594594594594604,0.0
M6 LinUCB,0.4,8,0.548918918918919,0.10540540540540541,0.0
M7 LinUCB+LLM,0.4,8,0.5354954954954956,0.11882882882882884,0.0
M8 RewardRanker,0.4,8,0.6193693693693696,0.03495495495495495,0.0
RuleLookup,0.4,9,0.6166666666666669,0.048648648648648644,0.0
EpsilonGreedy,0.4,9,0.5845945945945946,0.08072072072072073,0.0
M6 LinUCB,0.4,9,0.5581981981981982,0.10711711711711716,0.0
M7 LinUCB+LLM,0.4,9,0.5401801801801802,0.12513513513513516,0.0
M8 RewardRanker,0.4,9,0.6171171171171174,0.048198198198198185,0.0
RuleLookup,0.4,10,0.6162162162162165,0.04873873873873874,0.0
EpsilonGreedy,0.4,10,0.5967567567567567,0.06819819819819821,0.0
M6 LinUCB,0.4,10,0.5523423423423425,0.11261261261261261,0.0
M7 LinUCB+LLM,0.4,10,0.5202702702702703,0.1446846846846847,0.0
M8 RewardRanker,0.4,10,0.6162162162162165,0.04873873873873874,0.0
RuleLookup,0.4,11,0.6157657657657659,0.043423423423423424,0.0
EpsilonGreedy,0.4,11,0.6018918918918921,0.05729729729729731,0.0
M6 LinUCB,0.4,11,0.5363063063063063,0.12288288288288292,0.0
M7 LinUCB+LLM,0.4,11,0.5221621621621622,0.13702702702702704,0.0
M8 RewardRanker,0.4,11,0.6162162162162164,0.04297297297297297,0.0
RuleLookup,0.4,12,0.620720720720721,0.03594594594594595,0.0
EpsilonGreedy,0.4,12,0.6133333333333334,0.043333333333333335,0.0
M6 LinUCB,0.4,12,0.5178378378378378,0.13882882882882885,0.0
M7 LinUCB+LLM,0.4,12,0.49126126126126135,0.16540540540540544,0.0
M8 RewardRanker,0.4,12,0.620720720720721,0.03594594594594595,0.0
RuleLookup,0.4,13,0.6013513513513514,0.04513513513513513,0.0
EpsilonGreedy,0.4,13,0.605945945945946,0.04054054054054055,0.0
M6 LinUCB,0.4,13,0.5252252252252252,0.12126126126126129,0.0
M7 LinUCB+LLM,0.4,13,0.5126126126126126,0.1338738738738739,0.0
M8 RewardRanker,0.4,13,0.6027027027027029,0.04378378378378379,0.0
RuleLookup,0.4,14,0.6279279279279282,0.0336036036036036,0.0
EpsilonGreedy,0.4,14,0.6154954954954954,0.04603603603603604,0.0
M6 LinUCB,0.4,14,0.5460360360360361,0.11549549549549548,0.0
M7 LinUCB+LLM,0.4,14,0.5209909909909912,0.14054054054054052,0.0
M8 RewardRanker,0.4,14,0.6279279279279282,0.0336036036036036,0.0
RuleLookup,0.4,15,0.6058558558558561,0.04198198198198198,0.0
EpsilonGreedy,0.4,15,0.5982882882882884,0.04954954954954955,0.0
M6 LinUCB,0.4,15,0.5289189189189188,0.11891891891891897,0.0
M7 LinUCB+LLM,0.4,15,0.4991891891891892,0.14864864864864868,0.0
M8 RewardRanker,0.4,15,0.6063063063063066,0.04153153153153154,0.0
RuleLookup,0.4,16,0.6279279279279281,0.04027027027027027,0.0
EpsilonGreedy,0.4,16,0.6101801801801804,0.05801801801801803,0.0
M6 LinUCB,0.4,16,0.5493693693693693,0.11882882882882888,0.0
M7 LinUCB+LLM,0.4,16,0.5268468468468469,0.14135135135135138,0.0
M8 RewardRanker,0.4,16,0.6279279279279281,0.04027027027027027,0.0
RuleLookup,0.4,17,0.5990990990990993,0.04981981981981982,0.0
EpsilonGreedy,0.4,17,0.5922522522522524,0.056666666666666664,0.0
M6 LinUCB,0.4,17,0.5286486486486487,0.1202702702702703,0.0
M7 LinUCB+LLM,0.4,17,0.5083783783783785,0.14054054054054058,0.0
M8 RewardRanker,0.4,17,0.6004504504504508,0.048468468468468466,0.0
RuleLookup,0.4,18,0.6166666666666668,0.04450450450450451,0.0
EpsilonGreedy,0.4,18,0.6016216216216218,0.05954954954954956,0.0
M6 LinUCB,0.4,18,0.5257657657657658,0.1354054054054054,0.0
M7 LinUCB+LLM,0.4,18,0.5212612612612613,0.1399099099099099,0.0
M8 RewardRanker,0.4,18,0.6171171171171173,0.04405405405405405,0.0
RuleLookup,0.4,19,0.6189189189189191,0.04027027027027027,0.0
EpsilonGreedy,0.4,19,0.594864864864865,0.06432432432432432,0.0
M6 LinUCB,0.4,19,0.5543243243243243,0.1048648648648649,0.0
M7 LinUCB+LLM,0.4,19,0.5426126126126126,0.1165765765765766,0.0
M8 RewardRanker,0.4,19,0.6193693693693696,0.03981981981981982,0.0
